User-ID,ISBN,Rating,Title,Author,Year,Publisher
278418,0553258311,0,"SISTERS, THE",ROBERT LITTELL,1990,Bantam
278418,0553258877,0,"The Drastic Dragon of Draco, Texas",Elizabeth Ann Scarborough,1986,Bantam Books
278418,0553264613,0,Hot Ice,NORA ROBERTS,2003,Bantam
278418,0553268880,0,The Prince of Tides,Pat Conroy,1987,Bantam Books
278418,0553268953,0,Down the Garden Path,DOROTHY CANNELL,1989,Crimeline
278418,0553270117,0,Death in the Family,James Agee,1983,Bantam Books
278418,0553271571,10,Dr. Atkin's Diet Revolution,ROBERT C. ATKINS,1981,Bantam
278418,0553272535,0,Night,Elie Wiesel,1982,Bantam Books
278418,0553274295,0,Where the Red Fern Grows,Wilson Rawls,1984,Random House Children's Books
278418,0553274740,0,"You Are a Monster (Choose Your Own Adventure,, No 84)",Edward Packard,1990,Skylark Books
278418,0553274775,0,"Playing for Keeps (Sweet Valley High, No 49)",Francine Pascal,1988,Sweet Valley
278418,0553278142,0,THIS FAR FROM PARADISE,PHILIP SHELBY,1989,Fanfare
278418,055327824X,0,Of Mice and Men,JOHN STEINBECK,1983,Bantam
278418,0553278355,0,The Bell Jar,Sylvia Plath,1983,Bantam
278418,0553280414,0,A Separate Peace,John Knowles,1985,Bantam Books
278418,0553282700,5,The Further Adventures of Batman,Martin H. Greenberg,1989,Bantam Books
278418,0553283626,0,Corey Lane,Norman Zollinger,1990,Bantam Books
278418,0553284789,0,F Is for Fugitive (Kinsey Millhone Mysteries (Paperback)),Sue Grafton,1990,Bantam
278418,0553287087,0,The Callaway Diet,C. Wayne Callaway,1991,Bantam Books
278418,055328861X,0,"Smoke Jumper (Choose Your Own Adventure, No 111)",R.A. Montgomery,1991,Skylark Books
278418,0553289519,0,Texas! Lucky,SANDRA BROWN,1991,Bantam
278418,0553290576,0,"The Island of Time (Choose Your Own Adventure, No 115)",R.A. Montgomery,1991,Skylark Books
278418,0553290614,0,Book Case,Stephen Greenleaf,1992,Bantam Books
278418,055329122X,0,Grim Pickings,Jennifer Rowe,1991,Bantam Books
278418,055329170X,0,Time Bomb (Alex Delaware Novels (Paperback)),Jonathan Kellerman,1991,Bantam Books
278418,0553292951,0,"Outlaw Gulch (Choose Your Own Adventure, No 125)",Adele Read,1992,Skylark Books
278418,055329296X,0,Master of Martial Arts (Choose Your Own Adventure No. 126),Richard Brightfield,1992,Skylark Books
278418,055329301X,0,Surf Monkeys (Choose Your Own Adventure No. 131),Jay Leibold,1993,Skylark Books
278418,0553293893,0,Feast of Murder,Jane Haddam,1992,Bantam
278418,0553293907,0,A Stillness in Bethlehem (Gregor Demarkian Holiday Mysteries),Jane Haddam,1993,Bantam Books
278418,0553294989,0,Death in Blue Folders (Sigrid Harald Mystery),Margaret Maron,1992,Bantam Books
278418,0553297570,0,South of the Border (The Young Indiana Jones Chronicles No. 2),Richard Brightfield,1992,Random House Childrens Pub (Mm)
278418,0553297988,6,"Jedi Search (Star Wars: The Jedi Academy Trilogy, Vol. 1)",Kevin J. Anderson,1994,Bantam
278418,0553299352,5,Bring Me the Head of Prince Charming,Roger Zelazny,1992,Spectra Books
278418,0553348310,0,Booker Meets the Easter Bunny (U.S. Acres),Jim Kraft,1990,Random House Childrens Books
278418,0553351478,0,"The Show-And-Tell Frog (Bank Street Ready-to-Read, Level 2)",Joanne Oppenheim,1992,Bank Street Press
278418,0553373080,0,Disappearing Act (Ghostwriter),J.B. Watson,1996,Skylark Books
278418,0553373412,0,Button Soup (Bank Street Ready-to-Read Level 2 Grades 1-3),Doris Orgel,1994,Bank Street Press
278418,0553442449,0,Magic in Pastel (Loveswept No 690),Helen Mittermeyer,1994,Loveswept
278418,0553443127,0,Tall Order (Loveswept No. 612),Linda Jenkins,1993,Loveswept
278418,0553443364,0,No Promises Made (Loveswept No 689),Maris Soule,1994,Loveswept
278418,0553443577,0,"The Dragon and the Dove (Loveswept, No 693)",Glenna McReynolds,1994,Loveswept
278418,0553443941,0,Daredevil (Loveswept No 720),Lynne Bryant,1994,Loveswept
278418,0553444077,0,"The Rebel and His Bride (Loveswept, No 773)",Bonnie Pega,1995,Loveswept
278418,0553444727,0,"The Three Musketeers: Midnight Heat (Loveswept, No 776)",Donna Kauffman,1996,Loveswept
278418,0553445294,0,Destiny Strikes Twice (Loveswept),Maris Soule,1996,Bantam
278418,0553445405,0,"Brides of Destiny: Callie's Cowboy (Loveswept, No 806)",Karen Leabo,1996,Bantam
278418,0553445618,0,Second-Time Lucky (Loveswept),Marcia Evanick,1996,Loveswept
278418,0553480243,0,They're Torturing Teachers in Room 104,Jerry Piasecki,1992,Skylark
278418,0553481339,0,Encyclopedia Brown Lends a Hand (Encyclopedia Brown (Paperback)),Donald J. Sobol,1993,Skylark
278418,0553481525,0,Secret of the Stallion (Saddle Club Super Edition (Paperback)),BONNIE BRYANT,1995,Skylark
278418,0553481606,0,Heads Up!: Puzzles for Sports Brains,Brad Herzog,1994,Bantam Books for Young Readers
278418,0553482475,0,"Daycamp Nightmare (Camp at Your Own Risk, No 1)",Nancy Butcher,1995,Skylark Books
278418,055348253X,0,"Creepy Sleepaway (Ghostwriter : Camp at Your Own Risk, No 3)",Nancy Butcher,1995,Skylark Books
278418,0553483145,0,Head to Head Football: Emmitt Smith/Head to Head Football : Barry Sanders/2 Books in 1 Volume (Sports Illustrated for Kids),Craig Ellenport,1995,Bantam Books
278418,0553483285,0,"It Happened at Camp Pine Tree (Choose Your Own Nightmare, No 10)",R. A. Montgomery,1996,Skylark Books
278418,055348351X,0,"Too Close for Comfort (Unicorn Club, No 7)",Francine Pascal,1995,Sweet Valley
278418,055348480X,0,Hector's Haunted House (Ghostwriter),Susan Korman,1997,Skylark Books
278418,0553542842,0,The Guinness Book of World Records 1997,Norris McWhirter,1997,Bantam Books
278418,0553560018,0,"The Secret of Mystery Hill (Choose Your Own Adventure, No 141)",Doug Wilhelm,1993,Skylark Books
278418,0553560050,0,"Everest Adventure! (Choose Your Own Adventure, No 145)",A.C. Montgomery,1994,Skylark Books
278418,0553560115,0,"Soccer Star (Choose Your Own Adventure, No 146)",Edward Packard,1994,Skylark Books
278418,0553560271,0,Shadows,John Saul,1993,Bantam Books
278418,0553561375,0,The Jewels of Tessa Kent,Judith Krantz,1999,Bantam Books
278418,0553564013,0,"The Reality Machine (Choose Your Own Adventure, No 142)",Edward Packard,1993,Skylark Books
278418,055356451X,0,Night Sins,TAMI HOAG,1995,Bantam
278418,0553564552,0,The Team on and Off the Set (Ghostwriter),Joy Duckett Cain,1993,Skylark Books
278418,0553564676,0,Legacy,Robert Vaughan,1995,Bantam Books
278418,0553565605,3,The T-Factor Diet,"Martin, Ph.D. Katahn",1994,Bantam Books
278418,0553566180,0,Death in the Dorm (Choose Your Own Adventure No. 171),R. A. Montgomery,1996,Skylark Books
278418,0553566199,0,"Shadow of the Swastika (Choose Your Own Adventure, No 163)",Doug Wilhelm,1995,Skylark Books
278418,0553566229,0,"Terror on the Titanic (Choose Your Own Adventure, No 169)",Jim Wallace,1996,Bantam Books
278418,0553567462,0,"Master of Kendo (Choose Your Own Nightmare, No 176)",Richard Brightfield,1997,Skylark Books
278418,0553567470,0,Cyber Hacker (Choose Your Own Adventure No. 183),Anson Montgomery,1998,Skylark Books
278418,0553567500,0,Ninja Avenger (Choose Your Own Adventure No. 179),Jay Leibold,1997,Bantam Books
278418,0553567535,0,"Killer Virus (Choose Your Own Adventure, No 177)",R. A. Montgomery,1997,Skylark Books
278418,0553567551,0,River of No Return (Choose Your Own Adventure),Vince Lahey,1997,Skylark Books
278418,0553567586,0,Mayday! (Choose Your Own Adventure No. 184),Edward Packard,1998,Skylark Books
278418,055356773X,0,The Cereal Murders,Diane Mott Davidson,1994,Crimeline
278418,0553568701,0,Bad Love (Alex Delaware Novels (Paperback)),Jonathan Kellerman,1994,Bantam Books
278418,0553568779,0,Wild Kat (Kat Colorado Mysteries),Karen Kijewski,1995,Bantam Books
278418,0553569015,0,Riding Toward Home,Borto Milan,1996,Bantam Books
278418,0553569082,0,After Dark,Phillip Margolin,1996,Bantam Books
278418,055357227X,0,"The Web (Alex Delaware Series, No. 10)",JONATHAN KELLERMAN,1996,Bantam
278418,055357230X,0,The Clinic (Alex Delaware Novels (Paperback)),Jonathan Kellerman,1999,Bantam Books
278418,0553572512,0,Playing for the Ashes,ELIZABETH GEORGE,1995,Bantam
278418,055357258X,0,The Last Suppers,DIANE MOTT DAVIDSON,1995,Crimeline
278418,0553573136,0,Couplehood,PAUL REISER,1995,Bantam
278418,0553574078,0,Affair,Amanda Quick,1998,Bantam Books
278418,0553574752,0,"Protein Power: The High-Protein/Low Carbohydrate Way to Lose Weight, Feel Fit, and Boost Your Health-in Just Weeks!",Michael R. Eades,1998,Bantam Books
278418,0553578375,0,Jane and the Stillroom Maid (Jane Austen Mysteries (Paperback)),Stephanie Barron,2001,Bantam Books
278418,0553578898,0,Tomorrow & Tomorrow,Charles Sheffield,1998,Bantam Books
278418,0553579754,0,Fear Nothing,DEAN KOONTZ,1998,Bantam
278418,0553580221,0,False Memory,Dean R. Koontz,2000,Bantam Books
278418,0553581023,0,Follow the Stars Home,Luanne Rice,2001,Bantam Books
278418,0553582097,0,Unsolicited: A Booklover's Mystery (Booklover's Mysteries),Julie Kaewert,2000,Crimeline
278418,0553582658,0,Summer Light,Luanne Rice,2002,Bantam Books
278418,0553583980,0,True Blue,Luanne Rice,2002,Bantam Books
278418,0570048257,0,Harrison Town: Stories of Grace,Michael W. Newman,1995,Concordia Pub House
278418,0570061210,0,Grandfather's Story,Mervin Marquadt,1978,Concordia Publishing House
278418,0570061954,0,A Christmas Lullaby (Arch Books),Carlson,1985,Concordia Pub House
278418,0571193307,0,Aunt Margaret's Lover *Harpers*,Cheek M,1997,Faber and Faber Ltd
278418,0573693412,0,Phantom,Maury Yeston,1992,Samuel French
278418,0590010891,0,Star Wars Episode I: The Phantom Menace,Patricia C. Wrede,1999,Scholastic
278418,059001496X,0,"Rip Van Winkle: The Strange Men of the Mountains, Legend of Sleepy Hollow: The Headless Horseman",Washington Irving,1975,Scholastic Book Services
278418,0590023101,0,Old Yeller,Frederick Gipson,1988,Scholastic Paperbacks (Mm)
278418,0590035010,0,"Hero For Hire (Star Wars Journal, Han Solo)",Donna Tauscher,1998,Scholastic Inc.
278418,0590035517,0,Dinofours: I'm Having a Bad Day! (Dinofours),Steve Metzger,1999,Scholastic
278418,0590036394,0,"Elfangor's Secret (Animorphs, Megamorphs, 3)",K. A. Applegate,1999,Scholastic
278418,0590037145,0,"Thanksgiving Cats (Read With Me (New York, N.Y.).)",Jean Marzollo,1999,Scholastic
278418,0590059459,0,Menace of the Mutanator (Garfields Pet Force #4),Michael Teitelbaum,1998,Scholastic
278418,0590065858,0,"Karen's Pony Camp (Baby-Sitters Little Sister, 87)",Ann M. Martin,1997,Scholastic
278418,0590065890,0,Karen's Pilgrim (Baby-Sitters Little Sister),Ann M. Martin,1997,Scholastic
278418,0590088203,0,"You're Not Elected, Charlie Brown",Charles M. Schulz,1974,Scholastic Paperbacks (Mm)
278418,0590093878,0,Bug in a Jug&Other Poems,Patrick,1979,Scholastic
278418,059009887X,0,Bedtime for Frances,Russell Hoban,1999,Scholastic Inc
278418,059010294X,0,Why Mosquitoes Buzz in People's Ears?,Verna Aardema,1980,Scholastic
278418,0590115057,0,We Love Fall!,Diane Muldrow,1997,Scholastic Inc.
278418,0590117653,9,Night Creatures (First Discovery Books),Sylvaine Perols,1998,Scholastic
278418,0590120700,0,Pinocchio,Freya Littledale,1979,Scholastic
278418,0590134620,0,Standing in the Light: The Captive Diary of Catharine Carey Logan (Dear America),Mary Pope Osborne,1998,Scholastic
278418,0590134701,0,Julie of the Wolves,A. Martin,1995,Scholastic US
278418,0590134744,0,Tracks,David Galef,1996,Scholastic
278418,0590138588,0,Ugly Bugs (Horrible Science),Nick Arnold,1998,Point Signature
278418,0590187317,0,The Magic School Bus Gets Programmed: A Book About Computers (Magic School Bus),Nancy White,1999,Scholastic
278418,0590189387,0,Robotworld (Lost in Space Digest),J. J. Gardner,1998,Scholastic
278418,0590189824,0,Phantoms Don't Drive Sports Cars (Adventures of the Bailey School Kids (Paperback)),Debbie Dadey,1998,Scholastic
278418,0590216929,0,Ten Christmas Tales,Thea Kliros,1997,Scholastic Inc.
278418,0590222953,0,The Magic School Bus Gets Baked in a Cake: A Book About Kitchen Chemistry,Joanna Cole,1995,Scholastic
278418,0590222961,0,The Magic School Bus Plants Seeds: A Book About How Living Things Grow (Magic School Bus (Paperback)),Joanna Cole,1995,Scholastic
278418,0590224735,0,Kristy's Great Idea (The Baby-Sitter's Club #1),Ann M. Martin,1995,Scholastic
278418,0590226355,0,Monsters Don't Scuba Dive (Adventures of the Bailey School Kids (Paperback)),Debbie Dadey,1995,Scholastic
278418,0590226533,0,"The Winter of Red Snow: The Revolutionary War Diary of Abigail Jane Stewart, Valley Forge, Pennsylvania, 1777 (Dear America)",Kristiana Gregory,1996,Scholastic
278418,0590227157,0,Even Steven and Odd Todd (Hello Math Reader. Level 3),Kathryn Cristaldi,1996,Scholastic
278418,0590228595,0,"Endangered Animals (Hello Reader! (DO NOT USE, please choose level and binding))",Faith McNulty,1996,Scholastic
278418,0590228625,0,"When Will This Cruel War Be Over? The Civil War Diary of Emma Simpson, Gordonsville, Virginia, 1864 (Dear America)",Barry Denenberg,1996,Scholastic
278418,0590252267,0,Free Willy 2: The Adventure Home,Nancy Krulik,1995,Scholastic
278418,0590254693,0,Franklin and the Tooth Fairy (Franklin),Paulette Bourgeois,1996,Scholastic
278418,0590254960,0,"A Bad, Bad Day (My First Hello Reader)",Kirsten Hall,1996,Cartwheel Books
278418,0590259458,0,What Is That! Said the Cat (Hello Reader. Level 1),Grace MacCarone,1998,Cartwheel Books
278418,0590259881,0,"A Picture of Freedom: The Diary of Clotee, a Slave Girl, Belmont Plantation, 1859 (Dear America)",Pat McKissack,1997,Scholastic
278418,0590259954,0,Jump Rope Rhymes Pack,Ann M. Martin,1995,Scholastic
278418,0590259989,0,"Karen's Toys (Baby-Sitters Little Sister, 65)",Ann M. Martin,1995,Scholastic
278418,0590260243,0,"Karen's Turkey Day (Baby-Sitters Little Sister, 67)",Ann M. Martin,1995,Scholastic
278418,0590262793,0,"Karen's Monsters (Baby-Sitters Little Sister, 66)",Ann M. Martin,1995,Scholastic
278418,0590273639,0,Fresh Fall Leaves,Betsy Franco,1994,Scholastic
278418,0590273752,0,Bo and Peter,Betsy Franco,1994,"Scholastic, Inc."
278418,0590275232,0,Chocolate Chippo Hippo (Beginning Literacy Stage C),Vincent Andriani,1994,Scholastic Inc
278418,0590302647,0,Tooley Tooley,Frank Modell,1980,Scholastic
278418,059030271X,0,Charlotte's Web,E. B. White,1974,Scholastic Paperbacks (T)
278418,0590305638,0,A Koala Grows Up,Rita Golden Gelman,1986,Scholastic
278418,0590307207,0,Ricky Ricotta's Mighty Robot,Dav Pilkey,2000,Scholastic
278418,0590307223,0,Ricky Ricotta's Mighty Robot Vs. the Mutant Mosquitoes from Mercury: The Second Robot Adventure Noel (Ricky Ricotta),Dav Pilkey,2000,Scholastic
278418,059031257X,0,Rabbit on Bear Mountain,Janet Perlman,1994,Scholastic
278418,0590314645,0,The Disappearing Teacher,Conrad Nowels,1984,Scholastic Paperbacks (Mm)
278418,0590315684,0,The Bear and the Fly,Paula Winter,1981,Scholastic Paperbacks (Mm)
278418,0590317695,0,Dance With Me,Winifred Madison,1981,Scholastic
278418,059031792X,0,The Closed Circle,Corinne Gerson,1981,Scholastic
278418,0590318977,0,A Baby Sister for Frances,Russell Hoban,1964,Scholastic Inc
278418,059031954X,0,Dreams of Victory,Ellen Conford,1982,Scholastic Inc
278418,0590324993,0,The Train of Terror,Louise Foley,1983,Scholastic
278418,0590327844,0,Riddle of Raven Hollow,Mary Francis Shura,1983,Scholastic Paperbacks (Mm)
278418,0590331280,0,Thanksgiving Is,Louise Borden,1997,Scholastic
278418,059033235X,0,Ghost Riders of Goldspur (Twist-a-Plot No 17),Barbara Siegel,1985,Scholastic Paperbacks (Mm)
278418,0590332368,0,"Calling Outer Space (Twistaplot, No 18)",Jean Nugent,1985,Scholastic Paperbacks (Mm)
278418,0590332473,0,101 Bug Jokes,Lisa Eisenberg,1986,Scholastic Paperbacks
278418,0590334263,0,The Carrot Top Mystery (Who Did It? Sticker Mysteries),Bernice Chardiet,1994,Cartwheel Books
278418,0590335545,0,"Clifford Takes a Trip (Clifford, the Big Red Dog)",Norman Bridwell,1985,Scholastic Paperbacks
278418,0590335898,0,Clifford's Good Deeds,Norman Bridwell,1985,Story House Corp
278418,0590336770,0,The Tortoise and the Hare,Janet Stevens,1986,Scholastic Paperbacks (Mm)
278418,0590336991,0,The Biggest Pumpkin Ever (See-Saw Books),Steven Kroll,1985,Scholastic Paperbacks
278418,0590337785,0,Mr. Bananahead at Home,Mike Thaler,1987,Scholastic Paperbacks (T)
278418,0590339656,0,Happy Birthday Moon/Grades K Through 3,Frank Asch,1988,Scholastic Paperbacks (Mm)
278418,0590339672,0,Clifford's Kitten,Norman Bridwell,1985,Scholastic
278418,0590371177,0,101 Pet Jokes,Phil Hirsch,1980,Scholastic Inc.
278418,0590373862,0,How to Write and Decode Secret Messages (Codemaster),Marvin Miller,1998,Scholastic
278418,0590383973,0,"Hockey Hero (Hello Reader!, Level 3)",Jean Marzollo,1999,Cartwheel Books (Scholastics)
278418,0590386158,0,Four Happy Teletubbies (Teletubbies),Scholastic Books,1998,Scholastic
278418,0590386166,0,Teletubbies Tubby Custard Mess (Teletubbies),Scholastic Books,1998,Scholastic
278418,0590386522,0,Scooby-Doo on Zombie Island (Scooby-Doo),Gail Herman,1998,Scholastic
278418,0590394681,0,Of Two Minds (Point Fantasy),Carol Matas,1998,Point Fantasy
278418,059040024X,0,The Magic School Bus Gets Ants in Its Pants: A Book About Ants (Magic School Bus (Paperback)),Joanna Cole,1996,Scholastic
278418,0590401645,0,Jack and the Beanstalk,Matt Faulkner,1986,Scholastic
278418,0590401815,0,Animal Inn #01 Pets Are for Keeps,Virginia Vail,1986,Scholastic
278418,0590402773,0,"Astropilots (Omni, No 1)",Laura J. Mixon,1987,Scholastic Paperbacks
278418,0590403249,0,Clifford's Halloween,Norman Bridwell,1986,Scholastic
278418,0590403885,0,Cassie Bowen Takes Witch Lessons,Anna Grossnickle Hines,1987,Scholastic Paperbacks (Mm)
278418,0590404008,0,Hundred Dresses,Eleanor Estes,0,Scholastic Inc
278418,0590404555,0,The Happy Lion: Louise Fatio,Louise Fatio,1987,Scholastic
278418,0590405934,0,A Book About Planets and Stars,Betty P. Reigot,1988,Scholastic
278418,0590406205,0,Stuart Little,E.B. White,0,Scholastic Inc
278418,0590406310,0,Franklin In the Dark,Paulette Bourgeois,1987,Scholastic Inc
278418,0590407066,0,Gonzo the Great (Hello Reader),Marilyn Kaye,1989,Scholastic
278418,0590407473,0,"Dawn and the Impossible Three (The Baby-Sitters Club, Book 5)",Ann M. Martin,1987,Scholastic
278418,0590407783,0,Just Plain Cat (R),Nancy K. Robinson,1986,Scholastic
278418,0590409026,0,"The War Between the Sisters (The Stepsisters, No 1)",Tina Oaks,1987,Scholastic Paperbacks (Mm)
278418,0590409395,0,Sherman Is a Slowpoke,Mitchell Sharmat,1989,Scholastic
278418,0590410326,0,Dinosaurs and More Dinosaurs,M. Jean Craig,1986,Scholastic Paperbacks (Mm)
278418,0590411136,0,Biggest Pumpkin Ever,Steven Kroll,1987,Scholastic
278418,059041139X,0,Really Ridiculous Rabbit Riddles,David Ross,1987,Scholastic
278418,0590411829,0,101 School Jokes,Lisa Eisenberg,1987,Scholastic
278418,0590411837,0,Secret Missions: Four True Life Stories,Ellen Levine,1988,Scholastic Paperbacks
278418,0590412396,0,Rosies Walk,Pat Hutchins,0,Scholastic Inc
278418,0590412809,0,A Treeful of Pigs,Arnold Lobel,1988,Scholastic Paperbacks
278418,0590412981,0,"Gone With the Witch (Teen Witch, No 3)",Megan Barnes,1989,Scholastic Paperbacks
278418,0590413600,0,Questions and Answers About Sharks,Ann McGovern,1995,Scholastic
278418,0590414275,0,The Magic School Bus: Inside the Human Body (Magic School Bus (Paperback)),Joanna Cole,1990,Scholastic
278418,0590414615,0,Week in the Life of Best Friends,Beatrice Schenk De Regniers,1988,Scholastic Paperbacks (Mm)
278418,059041464X,0,"Guilty Sister (The Stepsisters, No 6)",Tina Oaks,1988,Scholastic Paperbacks (Mm)
278418,0590415298,0,"My Sister, the Creep",Candice F. Ransom,1990,Scholastic Paperbacks (Mm)
278418,0590415743,0,Stranger Than Fiction,Martin Walsh,0,Scholastic Inc
278418,0590416499,0,"Class Crush (Junior High, No 2)",Kate Kenyon,1987,Scholastic Paperbacks (Mm)
278418,0590416642,0,Bambi (Walt Disney's Classic),Jan Carr,1988,Scholastic
278418,0590416790,0,Aladdin and the wonderful lamp,Carol Carrick,1989,Scholastic
278418,0590417096,0,All the Pretty Horses (Blue Ribbon Books),Susan Jeffers,1986,Scholastic Paperbacks (T)
278418,0590417290,0,The Hallo-wiener,Dav Pilkey,1995,scholastic
278418,0590420585,0,Mufaros Beautiful Daughters: An African Tale,John Steptoe,1988,Scholastic Paperbacks (Mm)
278418,0590422812,0,Rapunzel,Bernice Chardiet,1990,Scholastic Paperbacks (T)
278418,0590423746,0,Who's Reading Darci's Diary?,Martha Tolles,1985,Scholastic Paperbacks (Mm)
278418,0590424041,0,Helen Keller (Scholastic Biography),Margaret Davidson,1997,Scholastic
278418,059042422X,0,"Eugene Field's Wynken, Blynken and Nod",Eugene Field,1989,Scholastic Paperbacks (T)
278418,0590424343,0,Christmas With Morris and Boris,Bernard Wiseman,1986,Scholastic Paperbacks (Mm)
278418,0590425919,0,White Fang,Jack London,1989,Apple Classics (Scholastic)
278418,0590426702,0,Karen's Haircut (Baby-Sitters Little Sister (Paperback)),Ann M. Martin,1990,Scholastic
278418,0590426710,0,"Karen's Birthday (Baby-Sitters Little Sister, 7)",Ann M. Martin,1990,Scholastic Paperbacks
278418,0590426923,0,"Karen's Little Sister (Baby-Sitters Little Sister, 6)",Ann M. Martin,1989,Scholastic Paperbacks
278418,059042694X,0,Freight train,Donald Crews,1989,Scholastic Inc
278418,059042730X,0,Batter Up,Neil Johnson,1992,Scholastic Paperbacks (T)
278418,0590427369,0,How Puppies Grow,Millicent E. Selsam,1990,Scholastic Paperbacks (T)
278418,0590428039,0,"Gift Horse (Animal Inn, No 12)",Virginia Vail,1991,Scholastic Paperbacks (Mm)
278418,0590428578,0,Summer Magic,Ruth Chew,1977,Scholastic Inc.
278418,0590428918,0,The Hungry Thing Returns,Jan Slepian,1993,Scholastic
278418,0590430092,0,Song and Dance Man,Karen Ackerman,1988,Scholastic Paperbacks (Mm)
278418,0590431188,0,Jessie Bear What You Wear,Nancy White Carleson,1989,Scholastic Paperbacks (Mm)
278418,059043120X,0,Lizzie's Worst Year,Catherine Robinson,1990,Scholastic Paperbacks (Mm)
278418,0590431625,0,This Is the Way We Go to School: A Book About Children Around the World (Blue Ribbon Book),Edith Baer,1992,Scholastic
278418,0590431706,0,Clever Tom and the Leprechaun: An Old Irish Story,Linda Shute,1990,Scholastic
278418,0590431978,0,Scary Stories to Tell In the Dark,Alvin Schwartz,0,Scholastic Inc
278418,0590432788,0,Beach Party,R. L. Stine,1995,Scholastic
278418,0590433059,0,"Martin and the Tooth Fairy (School Friends, No 3)",Bernice Chardiet,1991,Scholastic
278418,0590433334,0,Paper Tricks II (Paper Tricks),Florence Temko,1991,Scholastic Paperbacks
278418,0590433458,0,"Teach Us, Amelia Bedelia (Hello Reader)",Peggy Parish,1987,Scholastic Paperbacks
278418,0590434446,0,Ghosts Beneath Our Feet,Betty Ren Wright,1995,Scholastic
278418,0590434519,0,Fledgling,Jane Langton,0,Scholastic Inc
278418,0590434543,0,Seed Is a Promise,Claire Merrill,1990,Scholastic
278418,0590435086,0,The Ghost at Dawn's House (Baby-Sitters Club (Paperback)),Ann M. Martin,1991,Scholastic Paperbacks
278418,0590435124,0,"Mary Anne Saves the Day (Baby-Sitters Club, 4)",Ann M. Martin,1987,Scholastic Paperbacks (Mm)
278418,0590435132,0,"Claudia and the Phantom Phone Calls (Baby-Sitters Club, 2)",Ann Matthews Martin,1986,Scholastic Paperbacks
278418,0590436023,0,The Ghosts of Mercy Manor,Betty Ren Wright,1994,Scholastic
278418,0590436414,0,"Karen's Goodbye (Baby-Sitters Little Sister, 19)",Ann M. Martin,1991,Scholastic
278418,0590436465,0,Baby-Sitters Little Sister #14:  Karen's New Year,Ann M. Martin,1995,Scholastic
278418,059043649X,0,"Karen's Ghost (Baby-Sitters Little Sister, 12)",Ann M. Martin,1990,Scholastic
278418,059043652X,0,"Karen's Sleepover (Baby-Sitters Little Sister, 9)",Ann M. Martin,1991,Scholastic
278418,0590437186,0,Stacey's Mistake (Baby-Sitters Club (Paperback)),Ann M. Martin,1988,Scholastic Paperbacks
278418,0590437216,0,Claudia and the New Girl (Baby-Sitters Club (Paperback)),Ann M. Martin,1990,Scholastic
278418,0590437291,0,"Scrawny, the Classroom Duck",Susan Clymer,1991,Scholastic Paperbacks (Mm)
278418,0590437747,0,Mary Had a Little Lamb (Blue Ribbon),Sarah Josepha Hale,1992,Scholastic
278418,0590438689,0,The Haunting of Grade Three (Lucky Star),Grace MacCarone,1987,Scholastic
278418,0590438794,0,True Stories About Abraham Lincoln,Ruth Belov Gross,1991,Scholastic
278418,0590438999,0,Kristy's Big Day (Baby-Sitters Club (Paperback)),Ann M. Martin,1988,Scholastic Paperbacks
278418,0590439456,0,Jacket I Wear in the Snow,Shirley Neitzel,1990,Scholastic Paperbacks (Mm)
278418,0590440055,0,The Computer That Ate My Brother,Dean Marney,1987,Scholastic
278418,059044008X,0,"It Zwibble, the Star-Touched Dinosaur",Werenko Ross,1987,Scholastic Paperbacks (T)
278418,0590440195,0,Prizewinning Science Fair Projects,Penny Raife Durant,1992,Scholastic Paperbacks (Mm)
278418,0590440365,0,George Washington's Socks,Elvira Woodruff,1993,Apple
278418,0590440691,0,Lon Po Po,Ed Young,0,Scholastic Inc
278418,0590440756,0,Bo Jackson: Playing the Games (Scholastic Biography),Ellen Emerson White,1990,Scholastic
278418,0590441531,0,School Bus,Donald Crews,1990,Scholastic Books
278418,0590441884,0,Charlie Needs a Cloak,Tomie De Paola,1978,Scholastic Paperbacks
278418,0590442376,0,Prom Dress,Lael Littke,1989,Scholastic Paperbacks (Mm)
278418,059044252X,0,"Beyond Belief: Strange, True Mysteries of the Unknown (Point)",Brad Steiger,1992,Scholastic Paperbacks
278418,0590442589,0,"Karen's School Picture (Baby-Sitters Little Sister, 5)",Ann M. Martin,1993,Scholastic
278418,0590442597,0,Karen's Roller Skates (Baby-Sitters Little Sister #2),Ann M. Martin,1992,Scholastic
278418,0590442643,0,"Karen's Kittycat Club (Baby-Sitters Little Sister, 4)",Ann M. Martin,1990,Scholastic
278418,0590442910,0,Clifford's Tricks (Clifford the Big Red Dog (Paperback)),Norman Bridwell,1986,Cartwheel Books
278418,0590442929,0,Clifford's Good Deeds (Clifford the Big Red Dog (Paperback)),Norman Bridwell,1985,Cartwheel Books
278418,059044347X,0,The Skeleton Inside You,Philip Balestrino,1990,Scholastic Press
278418,059044364X,0,Prince and the Pauper (Walt Disney Classics),Nancy E. Krulik,1990,Scholastic
278418,0590443860,0,A Winter Day,Douglas Florian,1991,Scholastic 10x8 paperback
278418,0590443895,0,Five Minutes' Peace,Jill Murphy,1990,"Scholastic, Inc"
278418,0590444530,0,"Pancakes, Pancakes (Blue Ribbon)",Eric Carle,1992,Scholastic
278418,0590444549,0,Santa's Favorite Story (Blue Ribbon Book),Hisako Aoki,1991,Scholastic
